"","esFraude","tipo","hora","cantidad","saldoOrigenAntes","saldoOrigenDespues","destino","saldoDestinoAntes","saldoDestinoDespues"
"5335","No","TRANSFER",280,138553.86,943,0,"C",152551.17,291105.03
"5336","No","CASH_OUT",280,54669.13,0,0,"C",100426.25,155095.38
"5337","No","CASH_OUT",280,173533.89,392,0,"C",1060331.61,1233865.5
"5338","No","CASH_IN",280,347496.04,137269,484765.04,"C",0,0
"5339","No","PAYMENT",280,4745.28,354483.06,349737.78,"M",0,0
"5340","No","PAYMENT",280,2280.86,123,0,"M",0,0
"5341","No","PAYMENT",280,12739.74,0,0,"M",0,0
"5342","No","PAYMENT",280,2876.83,9122,6245.17,"M",0,0
"5343","No","PAYMENT",280,14718.84,23000.43,8281.59,"M",0,0
"5344","No","CASH_OUT",280,302967.9,0,0,"C",1783900.21,2086868.11
"5345","No","TRANSFER",280,596347.15,0,0,"C",4843670.15,5440017.3
"5346","No","TRANSFER",280,294056.13,0,0,"C",2559227.75,2853283.87
"5347","No","CASH_OUT",280,124668.57,16408,0,"C",42933.12,167601.69
"5348","No","PAYMENT",280,3909.6,0,0,"M",0,0
"5349","No","PAYMENT",280,8633.97,0,0,"M",0,0
"5350","No","CASH_OUT",280,193404.84,62056,0,"C",1018757.75,1212162.58
"5351","No","PAYMENT",280,6174.55,0,0,"M",0,0
"5352","No","TRANSFER",280,587234.78,192919,0,"C",97999.65,685234.43
"5353","No","CASH_IN",280,31090.76,848738.42,879829.18,"C",338251.68,307160.91
"5354","No","PAYMENT",280,9951.27,696425,686473.73,"M",0,0
"5355","No","CASH_IN",280,232490.51,10226,242716.51,"C",1358350.16,1125859.66
"5356","No","TRANSFER",280,369287.33,0,0,"C",1082382.08,1451669.4
"5357","No","PAYMENT",280,508.73,41444.06,40935.33,"M",0,0
"5358","No","PAYMENT",280,4055.36,476133,472077.64,"M",0,0
"5359","No","CASH_IN",280,148894.9,1846357.43,1995252.33,"C",185988.57,0
"5360","No","CASH_OUT",280,159009.62,0,0,"C",444314.99,603324.61
"5361","No","CASH_OUT",280,245245.84,25089,0,"C",618774.28,864020.11
"5362","No","CASH_OUT",280,989.56,0,0,"C",1958352.85,1959342.41
"5363","No","CASH_OUT",280,347116.15,0,0,"C",401458.56,748574.71
"5364","No","PAYMENT",280,12.41,45,32.59,"M",0,0
"5365","No","CASH_OUT",280,145500.31,51979,0,"C",293502.59,439002.9
"5366","No","CASH_OUT",280,225759.83,52080,0,"C",1705651.01,1931410.84
"5367","No","PAYMENT",280,12197.11,0,0,"M",0,0
"5368","No","CASH_IN",281,305948.74,41948,347896.74,"C",3119693.23,2813744.49
"5369","No","TRANSFER",281,227092.58,0,0,"C",2167506.13,2394598.71
"5370","No","PAYMENT",281,1893.56,0,0,"M",0,0
"5371","No","CASH_IN",281,194363.46,6242476.26,6436839.72,"C",1888535,1694171.54
"5372","No","CASH_IN",281,238755.43,1806547.9,2045303.34,"C",2650016.49,2411261.05
"5373","No","PAYMENT",281,9228.96,0,0,"M",0,0
"5374","No","CASH_OUT",281,229.2,105774,105544.8,"C",2103555.32,2103784.52
"5375","No","TRANSFER",281,490687.7,407404,0,"C",0,490687.7
"5376","No","CASH_OUT",281,203450.87,0,0,"C",224269.27,427720.14
"5377","No","TRANSFER",281,118402.21,0,0,"C",1446529.5,1564931.71
"5378","No","CASH_OUT",281,116801.85,0,0,"C",12903188.05,13019989.9
"5379","No","CASH_OUT",281,90406.84,45659,0,"C",686033.59,776440.43
"5380","No","CASH_OUT",281,281669.6,0,0,"C",590909.79,872579.39
"5381","No","TRANSFER",281,93991.88,170,0,"C",104660.39,198652.27
"5382","No","PAYMENT",281,10595.64,38486.61,27890.97,"M",0,0
"5383","No","TRANSFER",281,1831962.15,0,0,"C",10007643.85,11839606
"5384","No","CASH_IN",281,63936.56,6368481.44,6432417.99,"C",2320988.86,2257052.3
"5385","No","CASH_OUT",281,317869.25,0,0,"C",1252285.75,1570155
"5386","No","CASH_IN",281,82339.63,288353.11,370692.74,"C",112103.09,29763.45
"5387","No","CASH_OUT",281,304274.28,0,0,"C",1750979.83,2055254.1
"5388","No","CASH_IN",281,74827.87,593953.2,668781.06,"C",314686.22,239858.36
"5389","No","CASH_IN",281,326824.18,10237,337061.18,"C",926272.53,599448.35
"5390","No","CASH_IN",281,96907.04,41414,138321.04,"C",0,0
"5391","No","PAYMENT",281,9289.2,106116,96826.8,"M",0,0
"5392","No","CASH_IN",281,203126.62,24404,227530.62,"C",306031.33,102904.71
"5393","No","PAYMENT",281,14924.22,8627.44,0,"M",0,0
"5394","No","CASH_OUT",281,65064.14,26006,0,"C",70329.2,135393.33
"5395","No","CASH_OUT",281,2271.68,25769,23497.32,"C",2582946.9,2585218.58
"5396","No","CASH_IN",281,305025.58,452757.23,757782.81,"C",704890.63,399865.05
"5397","No","CASH_IN",281,87311.87,101355,188666.87,"C",835239.25,883575.47
"5398","No","PAYMENT",281,17857.42,46140,28282.58,"M",0,0
"5399","No","CASH_OUT",281,6571.4,13567,6995.6,"C",3194548.93,3201120.32
"5400","No","CASH_OUT",281,122919.62,80893,0,"C",0,122919.62
"5401","Si","TRANSFER",281,1030417.74,1030417.74,0,"C",0,0
"5402","Si","CASH_OUT",281,204778.86,204778.86,0,"C",1325029.54,1529808.39
"5403","Si","CASH_OUT",281,54235.7,54235.7,0,"C",0,54235.7
"5404","Si","TRANSFER",281,441892.92,441892.92,0,"C",0,0
"5405","Si","TRANSFER",281,7133.97,7133.97,0,"C",0,0
"5406","Si","CASH_OUT",281,556720.82,556720.82,0,"C",2525193.48,3081914.29
"5407","Si","CASH_OUT",281,5393228.23,5393228.23,0,"C",991276.94,6384505.17
"5408","No","CASH_IN",282,71599.06,758764.42,830363.49,"C",141741.27,70142.21
"5409","No","CASH_OUT",282,482589.29,0,0,"C",749178.62,1231767.91
"5410","No","CASH_OUT",282,158835.76,7746.62,0,"C",161604.97,320440.73
"5411","No","CASH_OUT",282,122990.82,170252.35,47261.53,"C",16413630.01,16536620.83
"5412","No","PAYMENT",282,12965.27,246517.17,233551.9,"M",0,0
"5413","No","CASH_IN",282,4818.62,862130.08,866948.7,"C",603056.34,990415.67
"5414","No","PAYMENT",282,5757.18,11068.22,5311.04,"M",0,0
"5415","No","CASH_OUT",282,149052.62,0,0,"C",1804994.63,1954047.24
"5416","No","DEBIT",282,4146.94,0,0,"C",2850893.86,2855040.81
"5417","No","PAYMENT",282,8426.28,0,0,"M",0,0
"5418","No","CASH_OUT",282,139570.25,0,0,"C",881970.95,1021541.2
"5419","No","PAYMENT",282,7382.62,0,0,"M",0,0
"5420","No","CASH_IN",282,177505.63,13124,190629.63,"C",262660.58,85154.95
"5421","No","CASH_OUT",282,146840.93,39955,0,"C",498294.39,645135.32
"5422","No","CASH_OUT",282,91771.35,68885,0,"C",175199.08,266970.44
"5423","No","CASH_OUT",282,145901.98,0,0,"C",258719.62,404621.6
"5424","No","CASH_OUT",282,53552.22,32162,0,"C",3711897.63,3765449.85
"5425","No","PAYMENT",282,3724.9,4462,737.1,"M",0,0
"5426","No","PAYMENT",282,5485.75,102658,97172.25,"M",0,0
"5427","No","PAYMENT",282,568.05,5457,4888.95,"M",0,0
"5428","No","PAYMENT",282,7137,261,0,"M",0,0
"5429","No","PAYMENT",282,10097.11,16394,6296.89,"M",0,0
"5430","No","PAYMENT",282,53944.39,0,0,"M",0,0
"5431","No","CASH_IN",282,59988.72,623964.08,683952.8,"C",763183.83,703195.11
"5432","No","CASH_IN",282,536703.78,4589346.18,5126049.96,"C",1200327.31,663623.52
"5433","No","CASH_IN",282,43780.41,19824,63604.41,"C",0,0
"5434","No","PAYMENT",282,12611.5,304787,292175.5,"M",0,0
"5435","No","CASH_OUT",282,136389.08,40174,0,"C",0,136389.08
"5436","No","CASH_OUT",282,113507.37,930,0,"C",0,113507.37
"5437","No","CASH_OUT",282,72578.72,1219,0,"C",521509.43,594088.15
"5438","No","CASH_OUT",282,41163.84,0,0,"C",7735011.32,7776175.15
"5439","No","CASH_OUT",282,45433.55,0,0,"C",96041.67,141475.22
"5440","No","CASH_IN",282,10569.21,180,10749.21,"C",0,0
"5441","No","TRANSFER",282,593652.67,0,0,"C",2354571.17,3133369.88
"5442","No","CASH_OUT",282,228321.57,0,0,"C",878775.58,1107097.15
"5443","No","TRANSFER",282,107764.36,11698,0,"C",395632.68,680288.28
"5444","No","CASH_OUT",282,39798.5,9527,0,"C",56050.14,95848.64
"5445","Si","TRANSFER",282,17428,17428,0,"C",0,0
"5446","Si","CASH_OUT",282,181647.66,181647.66,0,"C",159001.95,340649.62
"5447","No","CASH_IN",283,124361.95,12031165.64,12155527.6,"C",5130843.22,5006481.27
"5448","No","CASH_OUT",283,26770.07,20546,0,"C",0,26770.07
"5449","No","CASH_IN",283,99038.42,103472,202510.42,"C",0,0
"5450","No","CASH_IN",283,75387.59,124400,199787.59,"C",679729.91,604342.32
"5451","No","CASH_IN",283,4898.18,11538768.27,11543666.45,"C",140277.41,135379.23
"5452","No","CASH_OUT",283,137875.54,769,0,"C",0,137875.54
"5453","No","PAYMENT",283,11522.14,0,0,"M",0,0
"5454","No","CASH_IN",283,127595.12,73619,201214.12,"C",924935.43,797340.31
"5455","No","PAYMENT",283,9600.34,98046,88445.66,"M",0,0
"5456","No","CASH_IN",283,147770.89,10806150.08,10953920.97,"C",148750.29,979.39
"5457","No","CASH_IN",283,260349.41,22803,283152.41,"C",533319.2,272969.79
"5458","No","PAYMENT",283,8800.74,0,0,"M",0,0
"5459","No","PAYMENT",283,9012.65,10467,1454.35,"M",0,0
"5460","No","CASH_OUT",283,86251.35,98857.84,12606.49,"C",304646.42,390897.77
"5461","No","PAYMENT",283,8502.49,93489.88,84987.38,"M",0,0
"5462","No","PAYMENT",283,5202.06,0,0,"M",0,0
"5463","No","CASH_OUT",283,91425.67,82,0,"C",2962335.4,3053761.06
"5464","No","CASH_IN",283,182840.51,4983846.78,5166687.29,"C",1457815.27,1274974.76
"5465","No","CASH_IN",283,47371.73,725,48096.73,"C",762324.95,714953.22
"5466","No","PAYMENT",283,33739.96,0,0,"M",0,0
"5467","No","CASH_OUT",283,42983.37,0,0,"C",2372971.99,2052265.53
"5468","No","CASH_OUT",283,153303.57,29680,0,"C",274303.19,427606.76
"5469","No","PAYMENT",283,8505.97,648,0,"M",0,0
"5470","No","PAYMENT",283,21007.19,17422,0,"M",0,0
"5471","No","CASH_OUT",283,38302.02,0,0,"C",312579.55,350881.57
"5472","No","CASH_OUT",283,184245.77,0,0,"C",963454.84,1147700.61
"5473","No","CASH_OUT",283,65534.4,20742,0,"C",3693188.85,3758723.25
"5474","No","CASH_OUT",283,282503.38,29795,0,"C",834402.12,1116905.5
"5475","No","CASH_OUT",283,58529.82,131040,72510.18,"C",1720175.92,1778705.74
"5476","No","CASH_OUT",283,133049.05,0,0,"C",1572156.05,1705205.1
"5477","No","CASH_OUT",283,77498.22,1491,0,"C",31067.21,108565.43
"5478","No","CASH_IN",283,202914.92,9643060.05,9845974.97,"C",312447.65,109532.74
"5479","No","CASH_IN",283,25289.65,9870305.14,9895594.79,"C",208578.83,183289.18
"5480","No","CASH_IN",283,111879.82,552219.83,664099.64,"C",596093.43,484213.62
"5481","No","CASH_OUT",283,72993.93,20290,0,"C",4578723.05,4651716.98
"5482","No","PAYMENT",283,13075.37,72601,59525.63,"M",0,0
"5483","No","CASH_OUT",283,157450.6,37193,0,"C",49987,19505.8
"5484","No","PAYMENT",283,17537.09,11621,0,"M",0,0
"5485","No","PAYMENT",283,26989.95,0,0,"M",0,0
"5486","No","CASH_IN",283,243412.03,7274716.15,7518128.19,"C",384619.65,141207.61
"5487","No","CASH_OUT",283,172008.01,19300,0,"C",57677.97,229685.99
"5488","No","CASH_IN",283,169567.36,0,169567.36,"C",1697340.84,1527773.49
"5489","No","PAYMENT",283,6544.5,21517,14972.5,"M",0,0
"5490","No","PAYMENT",283,1216.72,1719,502.28,"M",0,0
"5491","No","PAYMENT",283,9422.76,20052,10629.24,"M",0,0
"5492","No","PAYMENT",283,14300.82,84277.21,69976.39,"M",0,0
"5493","No","PAYMENT",283,4662.97,98531.04,93868.07,"M",0,0
"5494","No","CASH_IN",284,128579.29,125345,253924.29,"C",151824.98,23245.69
"5495","No","CASH_OUT",284,38382.6,0,0,"C",67072.07,105454.66
"5496","No","PAYMENT",284,16352.36,0,0,"M",0,0
"5497","No","CASH_OUT",284,273649.85,0,0,"C",980663.38,1254313.23
"5498","No","PAYMENT",284,742.43,20827,20084.57,"M",0,0
"5499","No","PAYMENT",284,5731.43,56055.21,50323.78,"M",0,0
"5500","No","CASH_OUT",284,25671.71,10481,0,"C",249651.42,275323.13
"5501","No","CASH_OUT",284,90431.62,0,0,"C",597947.65,728795.89
"5502","No","PAYMENT",284,6774.92,51903,45128.08,"M",0,0
"5503","No","CASH_OUT",284,69362.86,0,0,"C",185032.5,254395.36
"5504","No","CASH_IN",284,571844.97,8131200.17,8703045.14,"C",2646292.27,2074447.3
"5505","No","CASH_IN",284,142497.46,54675,197172.46,"C",62360,0
"5506","No","PAYMENT",284,317.61,31651,31333.39,"M",0,0
"5507","No","PAYMENT",284,3040.47,107589,104548.53,"M",0,0
"5508","No","PAYMENT",284,8884.47,51574.39,42689.92,"M",0,0
"5509","No","PAYMENT",284,12925.85,0,0,"M",0,0
"5510","No","CASH_IN",284,35937.32,348,36285.32,"C",2211896.32,2175959
"5511","No","CASH_OUT",284,91243.62,91934.03,690.41,"C",1097438.13,1188681.75
"5512","No","CASH_OUT",284,203301.7,14891,0,"C",0,203301.7
"5513","No","CASH_OUT",284,97119.68,0,0,"C",5008048.18,5105167.86
"5514","No","CASH_OUT",284,94054.23,20173,0,"C",574341.43,668395.66
"5515","No","CASH_OUT",284,8867.85,117408.6,108540.75,"C",2245903.53,2254771.38
"5516","No","CASH_OUT",284,143517.5,0,0,"C",194529.02,338046.52
"5517","No","CASH_IN",284,63588.14,3383962.21,3447550.35,"C",1438795.74,1375207.6
"5518","No","CASH_OUT",284,347763.27,0,0,"C",1216885.57,1564648.84
"5519","No","CASH_OUT",284,39953.28,0,0,"C",40171.58,80124.86
"5520","No","CASH_IN",284,85578.03,2810503.73,2896081.76,"C",502981.08,417403.05
"5521","No","PAYMENT",284,9553.08,378264.67,368711.59,"M",0,0
"5522","No","PAYMENT",284,1570.37,28079,26508.63,"M",0,0
"5523","No","CASH_OUT",284,54929.67,0,0,"C",3857365.67,3912295.34
"5524","No","CASH_OUT",284,18933.12,3355,0,"C",121565.37,140498.49
"5525","No","CASH_IN",284,20336.52,7913583.89,7933920.4,"C",3758723.25,3738386.73
"5526","No","PAYMENT",284,4306.5,149277,144970.5,"M",0,0
"5527","No","CASH_IN",284,224153.75,2625225.63,2849379.39,"C",705822.24,481668.48
"5528","No","CASH_IN",284,103784.7,20218,124002.7,"C",0,0
"5529","No","PAYMENT",284,13052.99,79605.23,66552.24,"M",0,0
"5530","No","CASH_OUT",284,79023.51,96077.85,17054.34,"C",1156357.8,1235381.31
"5531","No","CASH_IN",284,102650.91,6439993.73,6542644.64,"C",4088211.45,3985560.54
"5532","No","PAYMENT",284,43920.81,62094.09,18173.28,"M",0,0
"5533","No","CASH_OUT",284,100015.43,166,0,"C",2835.55,102850.97
"5534","No","CASH_IN",284,243431.45,2826935.96,3070367.42,"C",4625650.56,4382219.11
"5535","No","CASH_OUT",284,75240.84,0,0,"C",794431.92,869672.77
"5536","No","CASH_OUT",284,183.37,0,0,"C",424271.85,424455.22
"5537","No","CASH_OUT",284,131684.45,11842,0,"C",984269.17,1115953.62
"5538","No","CASH_IN",284,94462.02,2935868.71,3030330.74,"C",380343.27,285881.25
"5539","No","CASH_OUT",284,268248.84,0,0,"C",3572168.76,3840417.6
"5540","No","CASH_IN",284,193653.55,1464830.67,1658484.22,"C",2264999.14,2071345.59
"5541","No","PAYMENT",284,11781.63,63897,52115.37,"M",0,0
"5542","Si","TRANSFER",284,741277.85,741277.85,0,"C",0,0
"5543","Si","TRANSFER",284,800115.05,800115.05,0,"C",0,0
"5544","Si","TRANSFER",284,160296.55,160296.55,0,"C",0,0
"5545","Si","TRANSFER",284,830803.43,830803.43,0,"C",0,0
"5546","No","PAYMENT",285,13725.44,5992,0,"M",0,0
"5547","No","CASH_IN",285,97368.53,1693409.91,1790778.44,"C",901398.68,804030.15
"5548","No","PAYMENT",285,4583.04,1094,0,"M",0,0
"5549","No","PAYMENT",285,3755.85,204305,200549.15,"M",0,0
"5550","No","PAYMENT",285,3117.78,3498,380.22,"M",0,0
"5551","No","PAYMENT",285,19353.12,150031,130677.88,"M",0,0
"5552","No","CASH_OUT",285,472994.9,0,0,"C",1445496.37,1918491.27
"5553","No","CASH_IN",285,139859.79,1634178.46,1774038.25,"C",3363673.65,3223813.86
"5554","No","CASH_IN",285,7453.15,1897358.76,1904811.92,"C",1160549.39,1153096.23
"5555","No","PAYMENT",285,2333.79,6083,3749.21,"M",0,0
"5556","No","PAYMENT",285,3524.69,336992,333467.31,"M",0,0
"5557","No","PAYMENT",285,2653.15,0,0,"M",0,0
"5558","No","TRANSFER",285,260362.25,7043,0,"C",0,260362.25
"5559","No","TRANSFER",285,378240.57,0,0,"C",1209822.71,1588063.28
"5560","No","CASH_OUT",285,37945.19,56187,18241.81,"C",6702626.81,6740571.99
"5561","No","TRANSFER",285,1692596.1,0,0,"C",5558110.43,7250706.54
"5562","No","CASH_OUT",285,2929.21,4014,1084.79,"C",101736.99,104666.2
"5563","No","PAYMENT",285,7002.83,24970,17967.17,"M",0,0
"5564","Si","CASH_OUT",285,4452001.07,4452001.07,0,"C",2899087.8,7351088.87
"5565","No","CASH_OUT",286,59867.05,17652,0,"C",31720.65,91587.7
"5566","No","PAYMENT",286,22326.21,23633.39,1307.18,"M",0,0
"5567","No","PAYMENT",286,11724.96,67326,55601.04,"M",0,0
"5568","No","CASH_IN",286,69598.27,5585869.13,5655467.4,"C",172345.95,102747.68
"5569","No","PAYMENT",286,3786.42,785,0,"M",0,0
"5570","No","CASH_OUT",286,145958.23,30474,0,"C",145297.01,291255.24
"5571","No","PAYMENT",286,1511.28,906,0,"M",0,0
"5572","No","PAYMENT",286,7382.43,15806.63,8424.2,"M",0,0
"5573","No","CASH_OUT",286,379458.94,0,0,"C",723298.46,1102757.4
"5574","No","PAYMENT",286,2040.14,10523,8482.86,"M",0,0
"5575","No","PAYMENT",286,1544.71,1537,0,"M",0,0
"5576","Si","CASH_OUT",286,103124.43,103124.43,0,"C",0,103124.43
"5577","No","PAYMENT",287,26278.83,0,0,"M",0,0
"5578","No","TRANSFER",287,383740.27,0,0,"C",2007231.02,2390971.29
"5579","No","CASH_OUT",287,74618.36,0,0,"C",134956.64,209575
"5580","No","CASH_IN",287,21162.66,55831,76993.66,"C",206811.34,185648.67
"5581","No","CASH_OUT",287,124599.45,0,0,"C",1484523.52,1609122.97
"5582","No","PAYMENT",287,16550.4,0,0,"M",0,0
"5583","No","PAYMENT",287,4790.66,0,0,"M",0,0
"5584","No","PAYMENT",287,13590.31,51451,37860.69,"M",0,0
"5585","No","CASH_IN",287,115717.75,10185764,10301481.75,"C",295831.73,180113.97
"5586","No","CASH_OUT",287,210698.02,72993.86,0,"C",1657172.84,1867870.86
"5587","Si","CASH_OUT",287,1796406.6,1796406.6,0,"C",0,1796406.6
"5588","Si","CASH_OUT",287,712488.25,712488.25,0,"C",0,712488.25
"5589","No","CASH_IN",288,141628.6,103375,245003.6,"C",0,0
"5590","No","PAYMENT",288,90005.9,19483,0,"M",0,0
"5591","No","PAYMENT",288,29351.82,64408,35056.18,"M",0,0
"5592","No","TRANSFER",288,1764586.69,0,0,"C",20024538.57,21789125.26
"5593","No","PAYMENT",288,60201.88,2576,0,"M",0,0
"5594","No","PAYMENT",288,42315.51,197149,154833.49,"M",0,0
"5595","No","PAYMENT",288,82286.11,56510,0,"M",0,0
"5596","No","PAYMENT",288,46162.83,345,0,"M",0,0
"5597","No","PAYMENT",289,6065.81,7058,992.19,"M",0,0
"5598","No","CASH_IN",289,248176.55,3836167.93,4084344.49,"C",3829222.53,3581045.98
"5599","No","CASH_IN",289,211250.19,2100749.93,2312000.13,"C",331856.6,120606.41
"5600","No","CASH_OUT",289,531489.82,0,0,"C",852794.87,1384284.69
"5601","Si","TRANSFER",290,165368.59,165368.59,0,"C",0,0
"5602","Si","CASH_OUT",290,3275.33,3275.33,0,"C",14224439.72,14227715.04
"5603","Si","CASH_OUT",291,30820.17,30820.17,0,"C",292944.71,323764.88
"5604","Si","TRANSFER",293,530124.99,530124.99,0,"C",0,0
"5605","Si","TRANSFER",294,380214.33,380214.33,0,"C",0,0
"5606","Si","CASH_OUT",294,3731378.32,3731378.32,0,"C",298582.59,4029960.92
"5607","Si","CASH_OUT",294,7809301.98,7809301.98,0,"C",1159648.02,8968950
"5608","Si","CASH_OUT",295,9366.63,9366.63,0,"C",51153.4,60520.03
"5609","Si","TRANSFER",295,4531343.47,4531343.47,0,"C",0,0
"5610","Si","TRANSFER",296,40593.23,40593.23,0,"C",0,0
"5611","Si","TRANSFER",296,716273.17,716273.17,0,"C",0,0
"5612","Si","TRANSFER",296,3080973.39,3080973.39,0,"C",0,0
"5613","Si","CASH_OUT",296,3080973.39,3080973.39,0,"C",201833.93,3282807.32
"5614","Si","TRANSFER",296,3043141.07,3043141.07,0,"C",0,0
"5615","Si","CASH_OUT",296,1e+07,1e+07,0,"C",920463.99,10920463.99
"5616","No","PAYMENT",297,35995.54,0,0,"M",0,0
"5617","No","CASH_IN",297,208670.47,2534993.38,2743663.86,"C",619316.94,410646.47
"5618","No","CASH_OUT",297,179734.32,0,0,"C",733060.67,1283639.63
"5619","No","CASH_OUT",297,98525.16,10890,0,"C",88140.18,186665.34
"5620","No","PAYMENT",297,3453.91,0,0,"M",0,0
"5621","No","PAYMENT",297,16245.54,5044,0,"M",0,0
"5622","No","PAYMENT",297,32727.63,0,0,"M",0,0
"5623","No","CASH_OUT",297,66745.62,0,0,"C",307077.67,373823.29
"5624","No","PAYMENT",297,33159.45,0,0,"M",0,0
"5625","No","PAYMENT",297,1190.5,37643,36452.5,"M",0,0
"5626","No","PAYMENT",297,44947.3,23939.93,0,"M",0,0
"5627","No","TRANSFER",297,183199.31,0,0,"C",190521.12,373720.42
"5628","No","CASH_OUT",297,212245.77,986,0,"C",0,5418.79
"5629","No","CASH_IN",297,92370.62,1530,93900.62,"C",0,0
"5630","No","CASH_OUT",297,232431.24,116754,0,"C",205769.3,438200.53
"5631","No","PAYMENT",297,18517.07,59722,41204.93,"M",0,0
"5632","No","PAYMENT",297,33049.27,134233.84,101184.58,"M",0,0
"5633","No","PAYMENT",297,24778.03,0,0,"M",0,0
"5634","No","CASH_OUT",297,80547.33,206850,126302.67,"C",316583.37,397130.71
"5635","No","CASH_OUT",297,301683.76,31020,0,"C",0,301683.76
"5636","No","CASH_IN",297,274347.76,3928061.72,4202409.49,"C",3588168.42,3313820.66
"5637","No","PAYMENT",297,33441.76,0,0,"M",0,0
"5638","No","PAYMENT",297,7940.35,0,0,"M",0,0
"5639","No","CASH_IN",297,145428.39,5339771.73,5485200.12,"C",356740.56,318917.19
"5640","No","CASH_IN",297,76851.95,24085,100936.95,"C",50587.76,0
"5641","No","PAYMENT",297,36371.4,0,0,"M",0,0
"5642","No","PAYMENT",297,2750.49,155055,152304.51,"M",0,0
"5643","No","CASH_OUT",297,597790.23,0,0,"C",3154785.38,3752575.6
"5644","No","PAYMENT",297,24844.13,90393,65548.87,"M",0,0
"5645","No","TRANSFER",297,10817627.49,0,0,"C",31603107.63,42420735.12
"5646","No","CASH_IN",297,125763.86,495088,620851.86,"C",1630246.09,1504482.24
"5647","No","PAYMENT",297,32422.02,0,0,"M",0,0
"5648","No","CASH_OUT",297,407055.42,39725,0,"C",258705.21,665760.63
"5649","Si","TRANSFER",297,3105902.49,3105902.49,0,"C",0,0
"5650","Si","TRANSFER",297,2131624.18,2131624.18,0,"C",0,0
"5651","Si","CASH_OUT",297,3105902.49,3105902.49,0,"C",2966634.88,6072537.37
"5652","No","PAYMENT",298,4529.79,0,0,"M",0,0
"5653","No","CASH_IN",298,202329.21,2223965.11,2426294.32,"C",356061.02,153731.81
"5654","No","CASH_IN",298,208413.18,4247451.38,4455864.56,"C",848344.27,639931.1
"5655","No","CASH_OUT",298,357841.82,30001,0,"C",78293.46,436135.28
"5656","No","TRANSFER",298,1260595.25,390003.11,0,"C",4849786.32,6110381.58
"5657","No","PAYMENT",298,35605.05,45607,10001.95,"M",0,0
"5658","No","CASH_IN",298,100080.46,8993810.78,9093891.23,"C",1746399.5,1646319.04
"5659","No","CASH_OUT",298,155291.37,71333,0,"C",195646.44,350937.81
"5660","No","CASH_IN",298,111801.29,4667883.38,4779684.66,"C",276335.26,164533.98
"5661","No","CASH_OUT",298,20494.22,44726,24231.78,"C",4490.7,24984.92
"5662","No","PAYMENT",298,57800.07,50105,0,"M",0,0
"5663","No","CASH_OUT",298,51923.04,178856,126932.96,"C",2205984.51,2257907.55
"5664","No","CASH_OUT",298,3650.84,140,0,"C",0,3650.84
"5665","No","TRANSFER",298,1210884.67,20254,0,"C",576598.97,1787483.65
"5666","No","PAYMENT",298,2269.96,0,0,"M",0,0
"5667","No","PAYMENT",298,26597.88,0,0,"M",0,0
"5668","No","PAYMENT",298,40769.37,0,0,"M",0,0
"5669","No","PAYMENT",298,26755.5,40518,13762.5,"M",0,0
"5670","No","CASH_IN",298,5077.73,50913,55990.73,"C",69992.3,64914.57
"5671","No","PAYMENT",298,28490.2,122023.81,93533.61,"M",0,0
"5672","No","PAYMENT",298,6549.83,0,0,"M",0,0
"5673","No","TRANSFER",298,1233034.23,39912,0,"C",0,1233034.23
"5674","No","PAYMENT",298,547.59,0,0,"M",0,0
"5675","No","TRANSFER",298,633136.56,0,0,"C",987201.12,1620337.68
"5676","No","PAYMENT",298,11138.89,62563.68,51424.79,"M",0,0
"5677","No","CASH_OUT",298,303653.87,38,0,"C",68458.37,372112.24
"5678","No","PAYMENT",298,9921.5,0,0,"M",0,0
"5679","No","CASH_OUT",298,52697,62533,9836,"C",40871.47,93568.48
"5680","No","PAYMENT",298,21960.97,186308.74,164347.76,"M",0,0
"5681","No","PAYMENT",298,26996.25,21912,0,"M",0,0
"5682","No","CASH_OUT",298,56873.76,0,0,"C",10826571.32,10883445.08
"5683","No","CASH_OUT",298,238473.35,9070,0,"C",2497.24,240970.58
"5684","No","CASH_OUT",298,221829.63,286,0,"C",490535.6,712365.23
"5685","No","PAYMENT",298,30001.92,50995,20993.08,"M",0,0
"5686","No","PAYMENT",298,47502.56,72898,25395.44,"M",0,0
"5687","No","PAYMENT",298,28850.58,218340.41,189489.82,"M",0,0
"5688","No","CASH_OUT",298,101687.95,385,0,"C",0,101687.95
"5689","No","CASH_IN",298,265447.15,646576.66,912023.81,"C",850666.97,585219.82
"5690","No","CASH_IN",298,17616.86,7829682.37,7847299.24,"C",2226447.16,2208830.3
"5691","No","TRANSFER",299,2672362.66,16734,0,"C",10269761.77,12942124.43
"5692","No","TRANSFER",299,419515.64,0,0,"C",2575592.51,2995108.15
"5693","No","CASH_OUT",299,226364.41,11075,0,"C",0,226364.41
"5694","No","CASH_OUT",299,144798.38,0,0,"C",8814224.46,8959022.84
"5695","No","PAYMENT",299,1455.59,46189,44733.41,"M",0,0
"5696","No","CASH_IN",299,293533.81,25974353.21,26267887.02,"C",3474916.58,3181382.77
"5697","No","CASH_OUT",299,31264.13,39682,8417.87,"C",0,31264.13
"5698","No","CASH_IN",299,284173.34,2084019.53,2368192.86,"C",610236.09,326062.75
"5699","No","CASH_IN",299,257053.56,41220,298273.56,"C",0,0
"5700","No","PAYMENT",299,20117.74,0,0,"M",0,0
